cdf_offer_id,cdf_merchant_id,offer_name,merchant_description,category,curated_image,Tags,city,differentiating_tags,common_tags,differentiating_tags_str,common_tags_str
307366,BE11968,JYSK,Jysk offers products under retail stores category. For more info about the brand visit https://jysk.ae/,retail stores,https://dpimages.crayondata.com/high-res-image/resized/JYSK_Eid_Offer_Merchant.webp,multi-brand|home-and-kitchen|computer-and-electronics|furniture|home-furnishings|home-appliances|regular-retail-store|average-pricing|basic-service|standalone-store|online-and-in-store,Abu Dhabi,"['standalone-store', 'average-pricing', 'furniture', 'home-furnishings', 'multi-brand', 'home-appliances', 'computer-and-electronics', 'home-and-kitchen']","['online-and-in-store', 'regular-retail-store', 'basic-service']",standalone-store|average-pricing|furniture|home-furnishings|multi-brand|home-appliances|computer-and-electronics|home-and-kitchen,online-and-in-store|regular-retail-store|basic-service
307362,LL1478,Pink Fitness Club,Pink Fitness Club offers products under personal service providers category. For more info about the brand visit store directly,personal service providers,https://dpimages.crayondata.com/high-res-image/resized/Pink_Fitness_Club_Merchant.webp,training-classes|gym|personal-training|fitness-and-sports,Abu Dhabi,"['training-classes', 'gym', 'fitness-and-sports', 'personal-training']",[],training-classes|gym|fitness-and-sports|personal-training,
307361,LL1481,Senora Fitness Center,Senora Fitness Center offers products under personal service providers category. For more info about the brand visit store directly,personal service providers,https://dpimages.crayondata.com/high-res-image/resized/Senora_Fitness_Center_Merchant.webp,personal-training|fitness-and-sports|gym,Abu Dhabi,"['fitness-and-sports', 'gym', 'personal-training']",[],fitness-and-sports|gym|personal-training,
307363,LL1483,Torinese Men's Wear,Torinese Men's Wear offers products under retail stores category. For more info about the brand visit https://www.torinese.ae,retail stores,https://dpimages.crayondata.com/high-res-image/resized/Torinese_Mens_Wear_Merchant.webp,casual-wear|party-wear|pants|t-shirts|men's-clothing|daily-clothing|shirts|jeans|clothing-store|occasional-clothing|jackets-and-blazers,Dubai,"['party-wear', ""men's-clothing"", 'jackets-and-blazers', 'shirts', 'jeans', 'pants', 't-shirts', 'casual-wear', 'daily-clothing', 'occasional-clothing', 'clothing-store']","['online-and-in-store', 'regular-retail-store', 'basic-service']",party-wear|men's-clothing|jackets-and-blazers|shirts|jeans|pants|t-shirts|casual-wear|daily-clothing|occasional-clothing|clothing-store,online-and-in-store|regular-retail-store|basic-service
307364,LL1483,Torinese Men's Wear,Torinese Men's Wear offers products under retail stores category. For more info about the brand visit https://www.torinese.ae,retail stores,https://dpimages.crayondata.com/high-res-image/resized/Torinese_Mens_Wear_Merchant.webp,casual-wear|party-wear|pants|t-shirts|men's-clothing|daily-clothing|shirts|jeans|clothing-store|occasional-clothing|jackets-and-blazers,all,"['party-wear', ""men's-clothing"", 'jackets-and-blazers', 'shirts', 'jeans', 'pants', 't-shirts', 'casual-wear', 'daily-clothing', 'occasional-clothing', 'clothing-store']","['online-and-in-store', 'regular-retail-store', 'basic-service']",party-wear|men's-clothing|jackets-and-blazers|shirts|jeans|pants|t-shirts|casual-wear|daily-clothing|occasional-clothing|clothing-store,online-and-in-store|regular-retail-store|basic-service
309559,LL1484,Abu Aljedi Sweets,Abu Aljedi Sweets offers products under dining category. For more info about the brand visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/Abu_Aljedi_Sweets_Merchant.webp,cakes|cafe|mittai-shop-or-sweet-shop|fast-food|bakery|general,Sharjah,"['mittai-shop-or-sweet-shop', 'bakery', 'cakes', 'fast-food', 'cafe', 'general']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",mittai-shop-or-sweet-shop|bakery|cakes|fast-food|cafe|general,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
309553,LL1485,Al Qahwa Al Arabiah,Al Qahwa Al Arabiah offers products under dining category. For more info about the brand visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/Al_Qahwa_Al_Arabiah_Merchant.webp,restaurant|take-away|casual-dining|arabian-cuisine|middle-eastern-cuisine|delivery-services|dine-in,Abu Dhabi,"['middle-eastern-cuisine', 'arabian-cuisine', 'delivery-services']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",middle-eastern-cuisine|arabian-cuisine|delivery-services,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
309558,LL1486,Al Sultan Sweets,Al Sultan Sweets offers products under dining category. For more info about the brand visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/Al_Sultan_Sweets_Merchant.webp,cakes|cafe|mittai-shop-or-sweet-shop|fast-food|bakery|general,Abu Dhabi,"['mittai-shop-or-sweet-shop', 'bakery', 'cakes', 'fast-food', 'cafe', 'general']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",mittai-shop-or-sweet-shop|bakery|cakes|fast-food|cafe|general,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
309556,LL1487,Al Sultan Turkish Restaurant,Al Sultan Turkish Restaurant offers products under dining category. For more info about the brand visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/Al_Sultan_Turkish_Restaurant_Merchant.webp,restaurant|take-away|casual-dining|arabian-cuisine|middle-eastern-cuisine|delivery-services|dine-in,Abu Dhabi,"['middle-eastern-cuisine', 'arabian-cuisine', 'delivery-services']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",middle-eastern-cuisine|arabian-cuisine|delivery-services,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
309557,LL1488,Bouz Eljedi Restaurant,Bouz Eljedi Restaurant offers products under dining category. For more info about the brand visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/Bouz_Aljedi_Restaurant_Merchant.webp,restaurant|take-away|casual-dining|arabian-cuisine|middle-eastern-cuisine|delivery-services|dine-in,Dubai,"['middle-eastern-cuisine', 'arabian-cuisine', 'delivery-services']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",middle-eastern-cuisine|arabian-cuisine|delivery-services,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
309565,LL1489,Cocoona Clinic,Cocoona Clinic offers products under personal service providers category. For more info about the brand visit store directly,personal service providers,https://dpimages.crayondata.com/high-res-image/resized/Cocoona_Clinic_Merchant.webp,medical-care|bookings-and-reservations|all|surgeries|basic-service|hospital-or-clinic,Dubai,"['surgeries', 'bookings-and-reservations', 'all', 'basic-service', 'hospital-or-clinic', 'medical-care']",[],surgeries|bookings-and-reservations|all|basic-service|hospital-or-clinic|medical-care,
309552,LL1490,Emp - Energy Meal Plans,Emp - Energy Meal Plans offers products under dining category. For more info about the brand visit https://www.energymealplans.com.,dining,https://dpimages.crayondata.com/high-res-image/resized/EMP__Merchant.webp,local|delivery-service|large-product-range|single-brand|food-beverages-and-groceries|specialty-food-products|nutritional-supplements|basic-service|health-and-beauty|online|regular-retail-store|nutrition-and-dietics|health_and-wellness-services|nutrition-suppliments,all,"['single-brand', 'specialty-food-products', 'nutritional-supplements', 'nutrition-and-dietics', 'health_and-wellness-services', 'nutrition-suppliments', 'local', 'large-product-range', 'delivery-service', 'food-beverages-and-groceries', 'health-and-beauty', 'regular-retail-store']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",single-brand|specialty-food-products|nutritional-supplements|nutrition-and-dietics|health_and-wellness-services|nutrition-suppliments|local|large-product-range|delivery-service|food-beverages-and-groceries|health-and-beauty|regular-retail-store,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
309562,LL1491,Fitness Terminal Ladies Gym,Fitness Terminal Ladies Gym offers products under personal service providers category. For more info about the brand visit store directly,personal service providers,https://dpimages.crayondata.com/high-res-image/resized/Fitness_Terminal_GYM_Merchant.webp,gym|personal-training|female|fitness-and-sports,Dubai,"['female', 'gym', 'fitness-and-sports', 'personal-training']",[],female|gym|fitness-and-sports|personal-training,
309554,LL1136,Prime Burger,Prime Burger offers products under dining category. For more info about the brand visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/Prime_Burger_Merchant.webp,dine-in|online-order|casual-dining|hamburgers|delivery-services|restaurant|general,Dubai,"['hamburgers', 'online-order', 'general', 'delivery-services']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",hamburgers|online-order|general|delivery-services,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
309560,LL1497,Socius Bakery & Cafe,Socius Bakery & Cafe offers products under dining category. For more info about the brand visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/Socius_Bakery__Cafe_Merchant.webp,general|breakfast|take-away|accepts-cards|cafe|couple-friendly|dine-in|outdoor-seating|average-pricing|delivery-services|casual-dining|basic-design|large-group-friendly,Abu Dhabi,"['outdoor-seating', 'cafe', 'basic-design', 'general', 'average-pricing', 'breakfast', 'delivery-services', 'large-group-friendly']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",outdoor-seating|cafe|basic-design|general|average-pricing|breakfast|delivery-services|large-group-friendly,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
309555,LL1335,Sweets Palace,Sweets Palace offers products under dining category. For more info about the brand visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/Sweets_Palace_Merchant.webp,middle-eastern-cuisine|bakery|dine-in|affordable|fast-food|kid-friendly|basic-design|dessert-parlour|cafe|delivery-services|take-away|mittai-shop-or-sweet-shop|accepts-cards,Al Ain,"['dessert-parlour', 'mittai-shop-or-sweet-shop', 'bakery', 'kid-friendly', 'fast-food', 'affordable', 'middle-eastern-cuisine', 'cafe', 'basic-design', 'delivery-services']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",dessert-parlour|mittai-shop-or-sweet-shop|bakery|kid-friendly|fast-food|affordable|middle-eastern-cuisine|cafe|basic-design|delivery-services,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
309551,LL1498,The Last Straw,The Last Straw offers products under dining category. For more info about the brand visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/The_Last_Straw_Merchant.webp,general|breakfast|take-away|accepts-cards|cafe|couple-friendly|dine-in|outdoor-seating|average-pricing|delivery-services|casual-dining|basic-design|large-group-friendly,Dubai,"['outdoor-seating', 'cafe', 'basic-design', 'general', 'average-pricing', 'breakfast', 'delivery-services', 'large-group-friendly']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",outdoor-seating|cafe|basic-design|general|average-pricing|breakfast|delivery-services|large-group-friendly,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
310755,LL1500,Avalon Luxury Yachts,Avalon Luxury Yachts offers products under entertainment category. For more info about the brand visit https://www.avalonyachts.ae,entertainment,https://dpimages.crayondata.com/high-res-image/resized/Avalon_Luxury_Yachts_Merchant.webp,cruises-packages|travel-agencies-and-operators|tour-operator|yacht|rental-services|online-and-in-store,all,"['cruises-packages', 'travel-agencies-and-operators', 'tour-operator', 'yacht', 'rental-services', 'online-and-in-store']",['sports-and-recreation'],cruises-packages|travel-agencies-and-operators|tour-operator|yacht|rental-services|online-and-in-store,sports-and-recreation
310753,LL1502,Poison Drop,For more info visit  www.poisondrop.com,retail stores,https://dpimages.crayondata.com/high-res-image/resized/Poison_Drop_Merchant.webp,accessories-store|single-brand|apparel-and-accessories|online|international|basic-service|women's-clothing|clothing-store|boutique-store|average-pricing,Dubai,"[""women's-clothing"", 'average-pricing', 'boutique-store', 'single-brand', 'accessories-store', 'clothing-store', 'international', 'apparel-and-accessories', 'online']","['online-and-in-store', 'regular-retail-store', 'basic-service']",women's-clothing|average-pricing|boutique-store|single-brand|accessories-store|clothing-store|international|apparel-and-accessories|online,online-and-in-store|regular-retail-store|basic-service
310754,LL1502,Poison Drop,For more info visit  www.poisondrop.com,retail stores,https://dpimages.crayondata.com/high-res-image/resized/Poison_Drop_Merchant.webp,accessories-store|single-brand|apparel-and-accessories|online|international|basic-service|women's-clothing|clothing-store|boutique-store|average-pricing,all,"[""women's-clothing"", 'average-pricing', 'boutique-store', 'single-brand', 'accessories-store', 'clothing-store', 'international', 'apparel-and-accessories', 'online']","['online-and-in-store', 'regular-retail-store', 'basic-service']",women's-clothing|average-pricing|boutique-store|single-brand|accessories-store|clothing-store|international|apparel-and-accessories|online,online-and-in-store|regular-retail-store|basic-service
310752,LL1506,Zero degrees by Socius Beyond Ice Cream,Zero degrees by Socius Beyond Ice Cream offers products under dining category. For more info about the brand visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/Zero_Degrees_by_Socius_Merchant.webp,food-and-beverages|average-pricing|local-cuisine|dine-in|couple-friendly|cafe|desserts|basic-design|ice-cream|take-away,Abu Dhabi,"['ice-cream', 'food-and-beverages', 'local-cuisine', 'desserts', 'cafe', 'basic-design', 'average-pricing']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",ice-cream|food-and-beverages|local-cuisine|desserts|cafe|basic-design|average-pricing,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
